station_id,StationName,AvailableDocks,TotalDocks,latitude,longitude,StatusValue,StatusKey,AvailableBikes
3372,E 74 St & 1 Ave,7,39,40.7689738,-73.95482273,In Service,1,30
3373,3 St & 3 Ave,1,27,40.6750705,-73.98775226,In Service,1,24
3374,Central Park North & Adam Clayton Powell Blvd,11,36,40.799484,-73.955613,In Service,1,24
3375,3 Ave & E 72 St,35,35,40.7699426,-73.96060712,In Service,1,0
3376,E 65 St & 2 Ave,38,39,40.76471852,-73.9622207,In Service,1,0
3377,Carroll St & Bond St,3,25,40.6786115,-73.99037292,In Service,1,21
3378,E 76 St & Park Ave,26,28,40.773763,-73.96222088,In Service,1,2
3379,E 103 St & Lexington Ave,0,35,40.7903051,-73.94755757,In Service,1,34
3381,3 St & Hoyt St,4,21,40.6777287,-73.99364123,In Service,1,14
3382,Carroll St & Smith St,1,31,40.680611,-73.99475825,In Service,1,30
3383,Cathedral Pkwy & Broadway,12,25,40.804213,-73.96699104,In Service,1,11
3384,Smith St & 3 St,4,25,40.6787242,-73.99599099,In Service,1,21
3386,1 Pl & Clinton St,24,27,40.6809591,-73.99905709,In Service,1,2
3387,E 106 St & Madison Ave,3,25,40.7934337,-73.94945003,In Service,1,22
3388,President St & Henry St,3,25,40.6828003,-73.99990419,In Service,1,19
3389,Carroll St & Columbia St,5,28,40.6830456,-74.00348559,In Service,1,23
3390,E 109 St & 3 Ave,0,24,40.79329668,-73.9432083,In Service,1,24
3391,E 106 St & 1 Ave,3,25,40.7892529,-73.93956237,In Service,1,22
3392,Commerce St & Van Brunt St,0,19,40.6812117,-74.00860912,In Service,1,19
3393,Richards St & Delavan St,1,19,40.6794327,-74.00785041,In Service,1,17
3394,Columbia St & W 9 St,4,21,40.6769993,-74.00647134,In Service,1,16
3395,Henry St & W 9 St,1,19,40.6763744,-74.00324957,In Service,1,18
3396,Clinton St & 4 Place,7,25,40.6783563,-74.00014502,In Service,1,18
3397,Court St & Nelson St,2,25,40.6763947,-73.99869893,In Service,1,21
3398,Smith St & 9 St,1,23,40.6746957,-73.99785768,In Service,1,18
3399,7 St & 3 Ave,1,24,40.67260298,-73.98983002,In Service,1,20
3400,E 110 St & Madison Ave,7,24,40.7961535,-73.94782145,In Service,1,16
3401,2 Ave & 9 St,1,19,40.6724811,-73.99331394,In Service,1,18
3402,Court St & State St,1,23,40.6902375,-73.99203074,In Service,1,21
3403,4 Ave & 9 St,0,31,40.6705135,-73.98876585,In Service,1,27
3404,7 St & 5 Ave,3,27,40.6704922,-73.98541675,In Service,1,24
3405,5 St & 6 Ave,6,23,40.6704836,-73.98208968,In Service,1,17
3407,Union St & Nevins St,0,23,40.679098,-73.98765475,In Service,1,22
3408,Congress St & Clinton St,5,27,40.6881529,-73.99520919,In Service,1,21
3409,Bergen St & Smith St,4,35,40.6867443,-73.99063168,In Service,1,31
3410,Dean St & Hoyt St,3,31,40.6864442,-73.98759104,In Service,1,24
3411,Bond St & Bergen St,4,27,40.6849668,-73.98620772,In Service,1,23
3412,Pacific St & Nevins St,0,18,40.6853761,-73.98302136,In Service,1,18
3413,Wyckoff St & 3 Ave,7,22,40.6827549,-73.98258555,In Service,1,15
3414,Bergen St & Flatbush Ave,0,33,40.68094472,-73.97567332,In Service,1,33
3415,Prospect Pl & 6 Ave,2,25,40.6793307,-73.97519523,In Service,1,23
3416,7 Ave & Park Pl,0,25,40.6776147,-73.97324283,In Service,1,24
3417,Baltic St & 5 Ave,6,27,40.6795766,-73.97854971,In Service,1,21
3418,Plaza St West & Flatbush Ave,1,33,40.6750207,-73.97111473,In Service,1,31
3419,Douglass St & 4 Ave,2,27,40.6792788,-73.98154004,In Service,1,25
3420,Douglass St & 3 Ave,6,21,40.6802133,-73.98432695,In Service,1,15
3422,Columbia St & Degraw St,6,21,40.6859296,-74.00242364,In Service,1,14
3423,West Drive & Prospect Park West,7,29,40.66106337,-73.97945255,In Service,1,22
3424,E 106 St & Lexington Ave,3,27,40.791976,-73.945993,In Service,1,22
3425,2 Ave & E 104 St,2,33,40.7892105,-73.94370784,In Service,1,30
3427,Lafayette St & Jersey St,18,40,40.72430527,-73.99600983,In Service,1,18
3429,Hanson Pl & Ashland Pl,16,39,40.68506807,-73.9779076,In Service,1,22
3430,Richardson St & N Henry St,13,25,40.71907891,-73.9422369,In Service,1,11
3431,E 35 St & 3 Ave,1,3,40.746524,-73.977885,Not In Service,3,0
3434,W 88 St & West End Ave,12,35,40.79025417,-73.9771834,In Service,1,23
3435,Grand St & Elizabeth St,37,45,40.718822,-73.99596,In Service,1,3
3437,Riverside Dr & W 91 St,34,39,40.79313481,-73.97700369,In Service,1,5
3440,Fulton St & Adams St,24,43,40.69241829,-73.98949474,In Service,1,16
3449,Eckford St & Engert Ave,10,18,40.72146256,-73.94800901,In Service,1,7
3452,Bayard St & Leonard St,30,43,40.71915572,-73.94885391,In Service,1,11
3453,Devoe St & Lorimer St,8,19,40.71335226,-73.94910336,In Service,1,10
3454,Leonard St & Maujer St,19,24,40.71036854,-73.94705951,In Service,1,3
3456,Jackson St & Leonard St,17,22,40.71638032,-73.94821286,In Service,1,5
3458,W 55 St & 6 Ave,9,40,40.76309387,-73.97835016,In Service,1,31
3459,E 53 St & 3 Ave,23,34,40.75763228,-73.96930575,In Service,1,10
3461,Murray St & Greenwich St,3,33,40.71485151,-74.01122332,In Service,1,30
3463,E 16 St & Irving Pl,17,37,40.73536706,-73.98797393,In Service,1,20
3466,W 45 St & 6 Ave,4,34,40.75668721,-73.98257732,In Service,1,28
3467,W Broadway & Spring Street,3,42,40.72494672,-74.00165856,In Service,1,37
3469,India St & West St,0,23,40.73181402,-73.95995021,In Service,1,23
3472,W 15 St & 10 Ave,13,39,40.74275383,-74.00747359,In Service,1,25
3477,39 St & 2 Ave - Citi Bike HQ at Industry City,0,33,40.65539977,-74.01062787,In Service,1,32
3478,2 Ave & 36 St - Citi Bike HQ at Industry City,35,43,40.65708867,-74.00870204,In Service,1,8
3481,York St,16,22,40.71649,-74.04105,In Service,1,6
3483,Montgomery St,4,14,40.71942,-74.05099,In Service,1,10
3486,Schermerhorn St & Bond St,12,30,40.68841743,-73.98451656,In Service,1,16
3490,E 116 St & 2 Ave,4,31,40.796879,-73.937261,In Service,1,27
3491,E 118 St & 1 Ave,8,24,40.79747,-73.93504,In Service,1,15
3492,E 118 St & Park Ave,23,27,40.8005385,-73.9419949,In Service,1,4
3493,E 118 St & 3 Ave,7,31,40.799139,-73.9389152,In Service,1,23
3494,E 115 St & Lexington Ave,4,25,40.797911,-73.9423,In Service,1,20
3495,E 114 St & 1 Ave,0,26,40.7945663,-73.9362541,In Service,1,23
3496,1 Ave & E 110 St,2,25,40.7923272,-73.9383,In Service,1,23
3497,Pleasant Ave & E 116 St,2,23,40.7949879,-73.9333349,In Service,1,21
3498,Pleasant Ave & E 120 St,2,21,40.7974772,-73.9311847,In Service,1,18
3499,2 Ave & E 122 St,23,25,40.8006721,-73.9349,In Service,1,1
3500,E 115 St & Madison Ave,7,31,40.7989445,-73.944846,In Service,1,24
3501,E 118 St & Madison Ave,25,29,40.8014866,-73.9442507,In Service,1,3
3502,Lexington Ave & E 111 St,1,29,40.7954121,-73.9441232,In Service,1,28
3503,Madison Ave & E 120 St,7,30,40.80295,-73.942954,In Service,1,22
3504,E 123 St & Lexington Ave,1,27,40.8029263,-73.9379,In Service,1,26
3505,Lexington Ave & E 127 St,25,33,40.805726,-73.936322,In Service,1,8
3506,Lexington Ave & E 120 St,24,29,40.8013066,-73.9398167,In Service,1,5
3507,Park Ave & E 124 St,19,36,40.8045555,-73.9396861,In Service,1,17
3508,St Nicholas Ave & Manhattan Ave,9,31,40.809725,-73.953149,In Service,1,22
3509,Lenox Ave & W 115 St,4,31,40.8011939,-73.9500739,In Service,1,27
3510,Adam Clayton Powell Blvd & W 123 St,22,31,40.8078316,-73.949373,In Service,1,9
3511,Adam Clayton Powell Blvd & W 115 St,5,22,40.802535,-73.9532423,In Service,1,14
3512,27 Ave & 4 St,13,19,40.7747175,-73.9337894,In Service,1,6
3513,21 St & Hoyt Ave S,14,21,40.774645,-73.923706,In Service,1,6
3514,Astoria Park S & Shore Blvd,17,23,40.7767,-73.927631,In Service,1,6
3515,24 Ave & 26 St,7,19,40.774591,-73.918544,In Service,1,12
3516,31 St & Astoria Blvd,30,31,40.7699176,-73.9184057,In Service,1,1
3517,31 St & Hoyt Ave N,31,35,40.7711528,-73.9170074,In Service,1,4
3518,Lenox Ave & W 126 St,1,34,40.808442,-73.9452087,In Service,1,33
3520,Adam Clayton Powell Blvd & W 118 St,8,27,40.804372,-73.951475,In Service,1,18
3521,Lenox Ave & W 111 St,23,36,40.7987859,-73.9523,In Service,1,13
3522,37 St & 24 Ave,17,19,40.7701477,-73.9120938,In Service,1,2
3523,24 Ave & 29 St,24,25,40.7729,-73.916142,In Service,1,0
3524,19 St & 24 Ave,21,23,40.7774552,-73.9225403,In Service,1,2
3525,23 Ave & 27 St,20,21,40.776165,-73.9153175,In Service,1,1
3526,31 St & 23 Ave,16,27,40.7747878,-73.9125551,In Service,1,11
3527,5 Ave & E 126 St,19,27,40.80698,-73.941747,In Service,1,8
3528,Steinway St & 23 Ave,18,21,40.7713937,-73.9077436,In Service,1,3
3529,Lenox Ave & W 130 St,3,25,40.8107922,-73.9430681,In Service,1,21
3530,Crescent St & Ditmars Blvd,18,19,40.7787185,-73.9145645,In Service,1,0
3531,Frederick Douglass Blvd & W 129 St,10,27,40.8125511,-73.9492286,In Service,1,17
3532,Ditmars Blvd & 19 St,24,27,40.78145,-73.9183302,In Service,1,2
3533,St. Nicholas Ave & W 126 St,2,34,40.8114323,-73.9518776,In Service,1,32
3534,Frederick Douglass Blvd & W 117 St,7,39,40.805159,-73.954692,In Service,1,29
3535,Mt Morris Park W & W 120 St,11,27,40.804038,-73.945925,In Service,1,16
3536,W 116 St & Broadway,38,43,40.8082,-73.9641,In Service,1,5
3537,Carlton Ave & Dean St,7,29,40.6809741,-73.9710097,In Service,1,19
3538,W 110 St & Amsterdam Ave,26,45,40.802692,-73.96295,Not In Service,3,19
3539,W 116 St & Amsterdam Ave,38,43,40.8067581,-73.9607082,In Service,1,5
3540,Morningside Ave & W 123 St,5,35,40.81,-73.9551508,In Service,1,30
3541,Amsterdam Ave & W 125 St,13,39,40.813358,-73.956461,In Service,1,26
3542,Amsterdam Ave & W 119 St,27,29,40.8086249,-73.9596214,In Service,1,2
3543,Morningside Dr & Amsterdam Ave,33,35,40.81028506,-73.95736456,In Service,1,1
3544,Underhill Ave & Pacific St,5,27,40.6804836,-73.9646795,In Service,1,22
3545,Broadway & W 122 St,27,33,40.8120562,-73.9612547,In Service,1,6
3546,Pacific St & Classon Ave,13,21,40.6791944,-73.9587903,In Service,1,8
3547,Broadway & Moylan Pl,27,41,40.8143256,-73.9590255,In Service,1,14
3549,Grand Ave & Bergen St,13,25,40.678045,-73.962408,In Service,1,11
3551,3 Ave & E 112 St,0,23,40.795508,-73.941606,In Service,1,23
3552,W 113 St & Broadway,32,39,40.805973,-73.964928,In Service,1,6
3553,Frederick Douglass Blvd & W 112 St,18,37,40.801694,-73.957145,In Service,1,18
3554,Vernon Blvd & 41 Rd,18,27,40.7552433,-73.9485678,In Service,1,9
3555,28 St & 41 Ave,22,27,40.751047,-73.93797,In Service,1,5
3556,24 St & 41 Ave,16,19,40.7527085,-73.9397405,In Service,1,1
3557,40 Ave & 9 St,7,19,40.75742,-73.945133,In Service,1,12
3558,Bergen St & Vanderbilt Ave,24,27,40.6794388,-73.9680438,In Service,1,3
3559,21 St & 38 Ave,6,19,40.7576314,-73.9391224,In Service,1,13
3560,28 St & 38 Ave,13,19,40.754876,-73.934326,In Service,1,4
3561,37 Ave & 35 St,11,26,40.7531106,-73.9279917,In Service,1,14
3562,Classon Ave & St Marks Ave,11,27,40.6765198,-73.9596082,In Service,1,16
3563,28 St & 36 Ave,29,29,40.757186,-73.932719,In Service,1,0
3564,21 St & 36 Ave,17,19,40.7601853,-73.9362726,In Service,1,2
3565,36 Ave & 10 St,14,19,40.7614376,-73.9411265,In Service,1,5
3566,Crescent St & 35 Ave,18,25,40.7596276,-73.9321455,In Service,1,7
3567,11 St & 35 Ave,13,19,40.7627442,-73.9391141,In Service,1,6
3568,34 St & 35 Ave,16,21,40.7569332,-73.9262231,In Service,1,5
3569,Franklin Ave & St Marks Ave,21,29,40.6758324,-73.9561677,In Service,1,4
3570,35 Ave & 37 St,23,31,40.7557327,-73.9236611,In Service,1,8
3571,Bedford Ave & Bergen St,12,24,40.676368,-73.952918,In Service,1,12
3572,34 Ave & 38 St,20,33,40.756913,-73.921631,In Service,1,13
3573,35 St & 34 Ave,23,25,40.7580583,-73.9242751,In Service,1,2
3574,Prospect Pl & Underhill Ave,21,23,40.6769694,-73.96579,In Service,1,2
3575,Crescent St & 34 Ave,19,19,40.76108,-73.930562,In Service,1,0
3576,Park Pl & Vanderbilt Ave,20,27,40.6767,-73.969024,In Service,1,7
3577,34 Ave & 21 St,7,23,40.7628138,-73.9342862,In Service,1,16
3578,Park Pl & Franklin Ave,13,21,40.6741806,-73.9564947,In Service,1,5
3579,Sterling Pl & Bedford Ave,17,25,40.672695,-73.954131,In Service,1,5
3580,St Johns Pl & Washington Ave,27,30,40.6737236,-73.9631611,In Service,1,3
3581,Underhill Ave & Lincoln Pl,10,27,40.6740123,-73.9671457,In Service,1,15
3582,Lincoln Pl & Classon Ave,24,28,40.6721683,-73.9609,In Service,1,1
3583,Eastern Pkwy & Washington Ave,16,31,40.6716493,-73.9631145,In Service,1,14
3584,Eastern Pkwy & Franklin Ave,18,42,40.6707767,-73.9576801,In Service,1,24
3585,Union St & Bedford Ave,19,24,40.6691783,-73.9554162,In Service,1,5
3586,34 Ave & 13 St,15,19,40.7638753,-73.9364848,In Service,1,3
3587,Carroll St & Washington Ave,4,27,40.6686744,-73.9618148,In Service,1,22
3588,Vernon Blvd & 10 St,11,21,40.7671863,-73.9373554,In Service,1,10
3589,Broadway & 12 St,7,19,40.7668,-73.9347774,In Service,1,11
3590,Carroll St & Franklin Ave,0,19,40.6679411,-73.9588,In Service,1,18
3591,21 St & 31 Dr,16,21,40.7659,-73.930819,In Service,1,4
3592,Crescent St & Broadway,19,19,40.7633589,-73.9286471,In Service,1,0
3593,31 St & Broadway,27,35,40.761584,-73.925921,In Service,1,7
3595,35 St & Broadway,17,18,40.760339,-73.9222427,In Service,1,0
3596,Sullivan Pl & Bedford Ave,1,19,40.6642406,-73.9574686,In Service,1,18
3597,43 St & Broadway,17,25,40.7577284,-73.9166368,In Service,1,7
3598,Newton Rd & 44 St,13,19,40.7595701,-73.9142678,In Service,1,6
3599,Franklin Ave & Empire Blvd,1,27,40.66314,-73.9605695,In Service,1,26
3601,Sterling St & Bedford Ave,2,19,40.6627059,-73.9569115,In Service,1,17
3602,31 Ave & 34 St,17,23,40.763154,-73.920827,In Service,1,6
3603,31 Ave & 30 St,16,21,40.7647,-73.9240312,In Service,1,4
3604,Rogers Ave & Sterling St,3,17,40.6630619,-73.9538746,In Service,1,14
3605,31 Ave & Crescent St,15,21,40.7658346,-73.9265474,In Service,1,5
3664,North Moore St & Greenwich St,20,30,40.72019521,-74.01030064,In Service,1,7
3606,49 Ave & 21 St,15,21,40.74252,-73.948852,In Service,1,6
3607,31 Ave & 14 St,10,19,40.7682,-73.9322662,In Service,1,9
3608,5 St & 51 Ave,16,21,40.7423737,-73.9566,In Service,1,5
3609,Vernon Blvd & 31 Ave,2,23,40.7692475,-73.9354504,In Service,1,21
3610,Vernon Blvd & 30 Rd,4,27,40.770845,-73.934171,In Service,1,23
3611,Vernon Blvd & 47 Rd,16,31,40.7449067,-73.9534573,In Service,1,13
3612,30 Ave & 21 St,9,15,40.7703743,-73.9286078,In Service,1,6
3613,Center Blvd & 48 Ave,14,27,40.745038,-73.957539,In Service,1,13
3614,Crescent St & 30 Ave,19,23,40.768692,-73.9249574,In Service,1,4
3615,44 Dr & 21 St,12,21,40.748,-73.9460927,In Service,1,8
3616,Steinway St & 28 Ave,19,25,40.7656251,-73.9136695,In Service,1,6
3617,28 Ave & 35 St,26,27,40.7671,-73.9169858,In Service,1,1
3618,27 St & Hunter St,22,25,40.7485,-73.941275,In Service,1,2
3619,Newtown Ave & 23 St,14,19,40.7713615,-73.9246145,In Service,1,5
3620,11 St & 43 Ave,7,23,40.7519071,-73.9479119,In Service,1,16
3621,27 Ave & 9 St,15,19,40.7739825,-73.9309134,In Service,1,4
3622,E 128 St & Madison Ave,5,15,40.80756,-73.939182,In Service,1,10
3623,W 120 St & Claremont Ave,38,39,40.8109494,-73.9634,In Service,1,1
3628,Lenox Ave & W 117 St,2,31,40.8025566,-73.9490782,In Service,1,29
3629,Adam Clayton Powell Blvd & W 126 St,13,33,40.80949535,-73.94776493,In Service,1,17
3630,Frederick Douglass Blvd & W 115 St,4,33,40.8038654,-73.9559308,In Service,1,29
3631,Crown St & Bedford Ave,6,27,40.666563,-73.956741,In Service,1,21
3637,Fulton St & Waverly Ave,24,31,40.68323865,-73.96599591,In Service,1,5
3638,Washington St,3,18,40.7242941,-74.0354826,In Service,1,15
3639,Harborside,18,30,40.7192517,-74.034234,In Service,1,11
3640,Journal Square,7,18,40.73367,-74.0625,In Service,1,11
3641,Broadway & W 25 St,16,54,40.74286877,-73.98918629,In Service,1,36
3646,35 Ave & 10 St,25,26,40.76315482,-73.9398551,In Service,1,1
3647,48 Ave & 30 Pl,9,23,40.74128309,-73.93725872,In Service,1,12
3648,Flushing Ave & Vanderbilt Ave,1,25,40.69795032,-73.9707756,In Service,1,21
3649,W 129 St & Convent Ave,25,30,40.81439444,-73.95324737,In Service,1,5
3654,31 St & Northern Blvd,30,35,40.75186951,-73.9334929,In Service,1,5
3656,E 2 St & Avenue A,10,46,40.72307749,-73.98583621,In Service,1,32
3658,W 18 St & 9 Ave,1,27,40.74353373,-74.00367558,In Service,1,22
3659,W 17 St & 9 Ave,0,0,40.74294892,-74.00413692,Not In Service,3,0
3660,W 16 St & 8 Ave,23,39,40.74102151,-74.00138497,In Service,1,14
3661,Montgomery St & Franklin Ave,4,19,40.66643931,-73.96055639,In Service,1,15
3662,31 Ave & Steinway St,19,21,40.7612939,-73.91691685,In Service,1,0
3668,Leonard St & Nassau Ave,0,26,40.72395678,-73.94984365,In Service,1,24
3671,E 81 St & 2 Ave,36,37,40.77477945,-73.95427465,In Service,1,1
3673,Dean St & Franklin Ave,14,21,40.67759207,-73.95563722,In Service,1,6
3674,Jay St & York St,8,27,40.70140317,-73.9867267,In Service,1,19
3675,3 Ave & E 95 St,29,31,40.7845968,-73.94968539,In Service,1,2
3676,Van Brunt St & Van Dyke St,3,24,40.67583294,-74.01472628,In Service,1,20
3677,Glenwood Ave,17,18,40.72755147,-74.07106072,In Service,1,0
3678,Fairmount Ave,14,18,40.72572614,-74.07195926,In Service,1,3
3679,Bergen Ave,11,14,40.72210379,-74.071455,In Service,1,3
3680,E 43 St & 5 Ave,50,55,40.75412081,-73.98025185,In Service,1,5
3681,Grand St,17,18,40.71517768,-74.03768331,In Service,1,1
3684,W 12 St & W 4 St,10,43,40.73756121,-74.00398269,In Service,1,29
3686,Gansevoort St & Hudson St,8,39,40.7394482,-74.00507033,In Service,1,29
3687,E 33 St & 1 Ave,39,59,40.74322681,-73.97449784,In Service,1,18
3689,W 104 St & Amsterdam Ave,31,47,40.79904139,-73.9664948,In Service,1,16
3690,Park Pl & Church St,19,36,40.71334184,-74.00935516,In Service,1,17
3691,28 Ave & 44 St,19,19,40.76408932,-73.91065121,In Service,1,0
3692,5 St & Market St,8,15,40.69999748,-73.97440128,In Service,1,7
3693,N 11 St & Kent Ave,12,27,40.72248189,-73.95921931,In Service,1,13
3694,Jackson Square,11,18,40.71113,-74.0789,In Service,1,7
3697,W 64 St & Thelonious Monk Circle,16,43,40.77515953,-73.98918696,In Service,1,26
3699,W 50 St & 9 Ave,27,30,40.76360468,-73.98917958,In Service,1,2
3701,Cliff St & Fulton St,2,37,40.70831794,-74.00504082,In Service,1,35
3704,47 Ave & Skillman Ave,10,19,40.74375241,-73.94176483,In Service,1,9
3707,Lexington Ave & E 26 St,40,55,40.741459,-73.983293,In Service,1,15
3708,W 13 St & 5 Ave,12,29,40.735445,-73.99431,In Service,1,16
3709,W 15 St & 6 Ave,25,51,40.73804614,-73.99642959,In Service,1,24
3711,E 13 St & Avenue A,31,47,40.72966729,-73.98067966,In Service,1,15
3712,W 35 St & Dyer Ave,8,41,40.75469175,-73.99740189,In Service,1,33
3714,Division Av & Hooper St,33,61,40.70684203,-73.9544354,In Service,1,25
3715,Driggs Ave & N 9 St,11,31,40.71816969,-73.95520136,In Service,1,20
3716,40 Ave & Crescent St,19,23,40.7535992,-73.93795609,In Service,1,4
3718,E 11 St & Avenue B,27,46,40.72746421,-73.97950418,In Service,1,17
3720,Wyckoff St & Bond St,0,23,40.68461654,-73.98721285,In Service,1,23
3721,31 St & Newtown Ave,27,35,40.76754878,-73.92093346,In Service,1,8
3723,Cadman Plaza E & Johnson St,24,30,40.69531728,-73.99015725,In Service,1,6
3724,7 Ave & Central Park South,28,39,40.76674056,-73.97906899,In Service,1,8
3725,2 Ave & E 72 St,36,41,40.76876203,-73.95840794,In Service,1,5
3726,Center Blvd & 51 Ave,16,20,40.74336608,-73.95960689,In Service,1,3
3727,Frost St & Meeker Ave,35,38,40.71766197,-73.94880027,In Service,1,3
3728,Pierrepont St & Monroe Pl,21,24,40.69535693,-73.99344027,In Service,1,3
3733,Avenue C & E 18 St,13,46,40.730563,-73.973984,In Service,1,30
3734,E 58 St &  1 Ave (NW Corner),49,50,40.759125,-73.962658,In Service,1,1
3737,Stanton St & Norfolk St,4,35,40.720747,-73.986274,In Service,1,30
3745,36 Ave & 31 St,27,27,40.75651273,-73.92957486,In Service,1,0
3746,6 Ave & Broome St,13,48,40.72430832,-74.00473036,In Service,1,33
3747,E 84 St & 3 Ave,15,33,40.77755374,-73.9551276,In Service,1,18
3749,Lexington Ave & E 36 St,23,23,40.74757396,-73.97880077,In Service,1,0